gid	dmso	jq1	chr	start	end	gname	else	dir	len	type	type2	LFC
221786	0.8125	0.293103448275862	chr7	99143922	99149757	FAM200A	0	-	5836	no	no	-1.47095787201832
221806	0.0422535211267606	0.023936170212766	chr7	12370508	12443852	VWDE	0	-	73345	no	no	-0.819879231451799
221830	0.742857142857143	0.291066282420749	chr7	19735084	19748660	TWISTNB	0	-	13577	no	no	-1.35173707102259
221883	0.142857142857143	0.0689655172413793	chr7	27225026	27228912	HOXA11-AS	0	+	3887	yes	up	-1.05062607306997
221895	0.00383386581469649	0.00381679389312977	chr7	27870192	28220437	JAZF1	0	-	350246	no	no	-0.00643856043862586
221914	0.183673469387755	0.140845070422535	chr7	99767228	99774990	GPC2	0	-	7763	yes	down	-0.383034181944424
221927	0.116580310880829	0.160472972972973	chr7	2577443	2595392	BRAT1	0	-	17950	no	no	0.461006183640404
221937	0.018524755810037	0.0118756549074397	chr7	4721929	4811074	FOXK1	0	+	89146	no	no	-0.641447449287018
221955	0.0398550724637681	0.0189873417721519	chr7	6448746	6487643	DAGLB	0	-	38898	yes	up	-1.06972540931507
221960	0.0916030534351145	0.0496224379719525	chr7	6838565	6865926	CCZ1B	0	-	27362	no	no	-0.884403071752224
222068	1.32258064516129	0.573913043478261	chr7	44618761	44621827	TMED4	0	-	3067	no	no	-1.20445162581713
222166	0.15034965034965	0.0725190839694656	chr7	30174551	30202381	MTURN	0	+	27831	no	no	-1.05188890601757
222171	0.25	0.333333333333333	chr7	29603426	29606911	PRR15	0	+	3486	no	no	0.415037499278844
222194	0.0424430641821946	0.0284321689683184	chr7	77325742	77409120	RSBN1L	0	+	83379	no	no	-0.578004655321801
222223	0.0358455882352941	0.0102915951972556	chr7	86506221	86689014	KIAA1324L	0	-	182794	no	no	-1.80032895009125
222229	0.253918495297806	0.112167300380228	chr7	102105389	102113612	LRWD1	0	+	8224	no	no	-1.17871332905022
222234	0.0309278350515464	0.0152505446623094	chr7	102389398	102449672	FAM185A	0	+	60275	no	no	-1.02004507989023
222235	0.036734693877551	0.026246719160105	chr7	102453307	102715288	FBXL13	0	-	261982	no	no	-0.485006155045702
222236	0.037593984962406	0.0245901639344262	chr7	102740022	102789569	NAPEPLD	0	-	49548	no	no	-0.612420496227903
222255	0.00311688311688312	0.00235617514235225	chr7	105245220	105517031	ATXN7L1	0	-	271812	yes	up	-0.403657271427908
222484	0.0521628498727735	0.036144578313253	chr13	28120049	28194720	LNX2	0	-	74672	yes	up	-0.529243432985246
222584	0.0668103448275862	0.0336322869955157	chr6	54711568	54809897	FAM83B	0	+	98330	no	no	-0.990224619571089
222611	0.111111111111111	0.0263157894736842	chr6	47624325	47665533	GPR111	0	+	41209	no	no	-2.07800251200127
222658	0.0415606446140797	0.0203784570596798	chr6	36410543	36458920	KCTD20	0	+	48378	no	no	-1.02817320789594
222659	0.210526315789474	0.125	chr6	36358328	36410666	PXT1	0	-	52339	no	no	-0.752072486556414
222699	3.11111111111111	0.739130434782609	chr6	28183115	28186707	TOB2P1	0	-	3593	no	no	-2.07352903542197
222950	0.0865384615384615	0.0567375886524823	chr7	100081549	100092424	NYAP1	0	+	10876	no	no	-0.609036635700014
222962	0.0685714285714286	0.0426356589147287	chr7	5322560	5343704	SLC29A4	0	+	21145	no	no	-0.685547025674784
223082	0.0229445506692161	0.0158959537572254	chr7	30323922	30407308	ZNRF2	0	+	83387	no	no	-0.529491973473642
225689	0.0648379052369077	0.0534883720930233	chr8	144798506	144804633	MAPK15	0	+	6128	no	no	-0.277612185218619
245812	0.2	0.380952380952381	chr7	99717264	99723128	CNPY4	0	+	5865	no	no	0.929610672108602
245973	0.0365853658536585	0.032258064516129	chr2	10861774	10925236	ATP6V1C2	0	+	63463	no	no	-0.181606806489948
246175	0.0076555023923445	0.0127877237851662	chr4	78634540	78740544	CNOT6L	0	-	106005	yes	down	0.740190524548255
246184	0.197530864197531	0.174757281553398	chr9	116029289	116037869	CDC26	0	-	8581	no	no	-0.176725522856281
246243	0.127604166666667	0.0564593301435407	chr2	3592481	3605961	RNASEH1	0	-	13481	no	no	-1.17639152100046
246269	0.0377358490566038	0.0320987654320988	chr6	108616097	108844251	LACE1	0	+	228155	no	no	-0.233417925067696
246330	0.00759013282732448	0.0120240480961924	chr11	66233797	66244808	PELI3	0	+	11012	no	no	0.66372564702111
252839	0.00476947535771065	0.00576923076923077	chr1	201103898	201140710	TMEM9	0	-	36813	no	no	0.274548393850835
252884	0.206896551724138	0.162790697674419	chr18	32946660	32957301	ZNF396	0	-	10642	no	no	-0.345891338238078
252969	0.130434782608696	0.123674911660777	chr8	11627171	11644854	NEIL2	0	+	17684	no	no	-0.0767757705510591
252983	0.0272572402044293	0.0209617755856967	chr17	53046125	53241449	STXBP4	0	+	195325	no	no	-0.378878569856882
253039	0.166666666666667	0.163346613545817	chr9	123605319	123616651	PSMD5-AS1	0	+	11333	no	no	-0.0290290486115321
253128	4.36666666666667	1.06666666666667	chr12	9208184	9217666	LINC00612	0	-	9483	no	no	-2.03342300153745
253143	0.0496342737722048	0.0389552899513059	chr22	32077333	32146120	PRR14L	0	-	68788	no	no	-0.349517430600709
253152	0.130434782608696	0.116666666666667	chr1	92495532	92529093	EPHX4	0	+	33562	no	no	-0.160936218215058
253260	0.00953137410643368	0.00930996714129244	chr5	38938022	39074510	RICTOR	0	-	136489	no	no	-0.0339081417360224
253430	0.0942982456140351	0.0422794117647059	chr10	59951277	60027694	IPMK	0	-	76418	no	no	-1.15727562573068
253512	0.0891364902506964	0.0810810810810811	chr13	45967453	45992590	SLC25A30	0	-	25138	no	no	-0.136650831084742
253558	0.0083041958041958	0.00646464646464646	chr2	30670122	30867091	LCLAT1	0	+	196970	no	no	-0.36126898651953
253635	0.051948051948052	0.0410958904109589	chr2	37311593	37326387	GPATCH11	0	+	14795	no	no	-0.33807551746396
253639	0.0323886639676113	0.0478260869565217	chr3	40547529	40559712	ZNF620	0	+	12184	no	no	0.5623087992776
253650	0.119669876203576	0.0579710144927536	chr9	38571360	38620360	ANKRD18A	0	-	49001	no	no	-1.0456563987073
253714	0.0152634170359429	0.00806451612903226	chr6	97590036	97731052	MMS22L	0	-	141017	no	no	-0.920418096477598
253724	0.0454545454545455	0.0618556701030928	chr12	104237526	104323989	GNN	0	-	86464	no	no	0.444481277171326
253725	0.0633397312859885	0.0305810397553517	chr10	46222647	46288412	FAM21C	0	+	65766	no	no	-1.05047328769067
253769	0.0300096805421104	0.0185433422698838	chr6	169857302	170102159	WDR27	0	-	244858	no	no	-0.694526661151285
253782	0.0249742533470649	0.0135701949173452	chr2	169312758	169631644	CERS6	0	+	318887	no	no	-0.880000103290117
253827	0.0123456790123457	0.0085348506401138	chr12	65672422	65860687	MSRB3	0	+	188266	no	no	-0.532568375466754
253832	0.0264970853206147	0.011262318160488	chr13	21946709	22033509	ZDHHC20	0	-	86801	no	no	-1.23432985923583
253943	0.0318906605922551	0.0222352252779403	chr8	64081111	64125346	YTHDF3	0	+	44236	no	no	-0.5202869607548
253959	0.0380789022298456	0.0173116089613035	chr14	36007557	36278432	RALGAPA1	0	-	270876	no	no	-1.1372520713266
253980	0.0285145888594164	0.024045261669024	chr16	29917656	29937553	KCTD13	0	-	19898	yes	up	-0.245947604992493
253982	0.24031007751938	0.136752136752137	chr16	29912146	29917377	ASPHD1	0	+	5232	no	no	-0.813333774547025
254013	0.012987012987013	0.0210526315789474	chr12	31800093	31822016	METTL20	0	+	21924	no	no	0.696930932363953
254042	0.0950570342205323	0.115702479338843	chr2	172864803	172945587	METAP1D	0	+	80785	yes	down	0.283554484300587
254048	0.0253671562082777	0.017797552836485	chr7	138916230	138992982	UBN2	0	+	76753	no	no	-0.511282910499282
254065	0.00114285714285714	0.00204498977505112	chrX	79924986	80065233	BRWD3	0	-	140248	no	no	0.839448551767457
254102	0.061046511627907	0.0519323671497585	chr11	65343508	65360116	EHBP1L1	0	+	16609	no	no	-0.23327487087389
254128	0.0305084745762712	0.0306345733041575	chr2	122407229	122486136	NIFK-AS1	0	+	78908	no	no	0.00595070980642553
254158	0.0606060606060606	0.0416666666666667	chrX	23926122	23957624	CXorf58	0	+	31503	no	no	-0.540568381362703
254170	0.129411764705882	0.062111801242236	chr14	39865576	39901704	FBXO33	0	-	36129	yes	up	-1.05902946572685
254225	0.0774410774410774	0.0321410057024365	chr11	74459912	74553458	RNF169	0	+	93547	no	no	-1.26868395291848
254228	2	0.5	chr6	116832807	116839709	FAM26E	0	+	6903	no	no	-2
254251	0.0163447251114413	0.0102888800949743	chr4	17844838	18023483	LCORL	0	-	178646	no	no	-0.667739154830663
254263	0.0754716981132075	0.0684931506849315	chr11	66045671	66051685	CNIH2	0	+	6015	no	no	-0.139976009429456
254359	2.01709401709402	1.19642857142857	chr11	66306734	66313671	ZDHHC24	0	-	6938	no	no	-0.753544061378268
254394	0.0536873156342183	0.025457793657883	chr6	119134611	119256327	MCM9	0	-	121717	no	no	-1.07647388086285
254427	0.0912724850099933	0.0585023400936037	chr10	11865396	11914276	PROSER2	0	+	48881	yes	down	-0.641685677462699
254428	0.105442176870748	0.0546875	chr1	205758220	205782161	SLC41A1	0	-	23942	no	no	-0.947169043492907
254531	0.395652173913043	0.158227848101266	chr15	34651088	34659395	LPCAT4	0	-	8308	no	no	-1.3222291476567
254552	3.38461538461538	1	chr11	67395408	67397408	NUDT8	0	-	2001	no	no	-1.75899190049621
254887	0.13768115942029	0.0520231213872832	chr3	113666747	113681827	ZDHHC23	0	+	15081	no	no	-1.40410628285983
254896	0.101351351351351	0.0588235294117647	chr8	22941867	22961070	LOC254896	0	+	19204	no	no	-0.784900071229908
254956	0.04	0.0833333333333333	chr9	124922186	124962367	MORN5	0	+	40182	no	no	1.05889368905357
255057	0.0929535232383808	0.0316930775646372	chr19	1229946	1237990	C19orf26	0	-	8045	no	no	-1.55234178917293
255082	0.126491646778043	0.108156028368794	chr10	119806331	119969665	CASC2	0	+	163335	no	no	-0.225928035699755
255104	0.0201938610662359	0.0226824457593688	chr1	20008705	20126410	TMCO4	0	-	117706	no	no	0.167659428493213
255187	0.0633802816901408	0.109375	chr5	148442879	148489350	LOC255187	0	+	46472	no	no	0.787177040119974
255231	0.0357142857142857	0.0242424242424242	chr1	85391265	85462796	MCOLN2	0	-	71532	yes	down	-0.558967292188212
255239	0.166666666666667	0.0714285714285714	chr11	113258512	113271140	ANKK1	0	+	12629	yes	up	-1.22239242133645
255252	0.88135593220339	0.264705882352941	chr15	42834719	42841002	LRRC57	0	-	6284	no	no	-1.73533450858728
255374	0.411764705882353	0.267857142857143	chr7	99724319	99726121	MBLAC1	0	+	1803	no	no	-0.62035640725635
255394	0.0769230769230769	0.0470588235294118	chr12	106696568	106740792	TCP11L2	0	+	44225	no	no	-0.70895121799661
255426	0.102880658436214	0.0347003154574132	chr5	179527794	179636130	RASGEF1C	0	-	108337	no	no	-1.56795109767105
255488	0.0465116279069767	0.0232558139534884	chr6	18387580	18469105	RNF144B	0	+	81526	no	no	-1
255520	0.0540540540540541	0.0574324324324324	chr4	141445311	141474924	ELMOD2	0	+	29614	no	no	0.0874628412503394
255738	0.0620842572062084	0.0308880308880309	chr1	55505148	55530526	PCSK9	0	+	25379	no	no	-1.00717958648878
255743	0.172043010752688	0.0790960451977401	chr4	106816596	106892828	NPNT	0	+	76233	no	no	-1.12109181691736
255758	0.0948419301164725	0.0858585858585859	chr3	196018089	196045165	TCTEX1D2	0	-	27077	no	no	-0.143562612282826
255762	0.153846153846154	0.0952380952380952	chr16	21995185	22012431	PDZD9	0	-	17247	no	no	-0.691877704637668
255812	0.0366699702675917	0.0413763066202091	chr3	195686791	195717150	SDHAP1	0	-	30360	no	no	0.174205775132667
255877	0.111111111111111	0.125	chr17	6926368	6932961	BCL6B	0	+	6594	no	no	0.169925001442312
255919	0.345070422535211	0.244	chr16	50059116	50070999	CNEP1R1	0	+	11884	no	no	-0.500009671709727
255967	0.00721561969439728	0.00609225413402959	chr13	28712642	28869475	PAN3	0	+	156834	no	no	-0.244147178008388
256006	0.330882352941176	0.168674698795181	chr5	74364121	74532703	ANKRD31	0	-	168583	no	no	-0.972074764368656
256021	0.0106508875739645	0.0169923534409516	chr12	92378751	92536447	C12orf79	0	-	157697	no	no	0.673912019576153
256126	2.37745098039216	2.3125	chr19	13009893	13030086	SYCE2	0	-	20194	no	no	-0.0399622294740447
256227	0.318181818181818	0.0689655172413793	chr7	22459062	22539901	STEAP1B	0	-	80840	no	no	-2.20590429854788
256281	0.181159420289855	0.122699386503067	chr14	105639273	105647660	NUDT14	0	-	8388	yes	down	-0.562131792340271
256302	0.1	0.0827586206896552	chr17	21142183	21156578	NATD1	0	-	14396	yes	up	-0.273018494406416
256329	0.584415584415584	0.214285714285714	chr11	554849	560779	LMNTD2	0	-	5931	yes	up	-1.44745897697122
256356	0.103567318757192	0.0484048404840484	chr3	141876368	141944449	GK5	0	-	68082	no	no	-1.09734559507208
256364	0.0712589073634204	0.0864197530864197	chr11	62369690	62380237	EML3	0	-	10548	no	no	0.278290746630857
256435	0.00384615384615385	0.00785083415112856	chr1	76540388	77096669	ST6GALNAC3	0	+	556282	no	no	1.02942947686264
256471	0.0471464019851117	0.0359922178988327	chr4	128838959	128887139	MFSD8	0	-	48181	no	no	-0.389462668480547
256472	0.43859649122807	0.134328358208955	chr11	66059372	66064135	TMEM151A	0	+	4764	no	no	-1.70713036462544
256536	0.0606060606060606	0.09375	chr10	132890654	133109984	TCERG1L	0	-	219331	no	no	0.62935662007961
256586	0.0135135135135135	0.00911854103343465	chr15	52015260	52043650	LYSMD2	0	-	28391	yes	down	-0.567527907385136
256646	0.125	0.1	chr15	34635515	34649938	NUTM1	0	+	14424	no	no	-0.321928094887362
256710	0.333333333333333	0.0952380952380952	chr12	75728462	75764169	GLIPR1L1	0	+	35708	no	no	-1.8073549220576
256880	3.42857142857143	1.91666666666667	chr4	100871635	100873620	LOC256880	0	+	1986	no	no	-0.839008123327695
256949	0.0103011093502377	0.0125335720680394	chr19	8387467	8408146	KANK3	0	-	20680	no	no	0.282997928415746
256987	0.0690883190883191	0.0205399061032864	chr5	79407049	79551898	SERINC5	0	-	144850	no	no	-1.75001222516344
257000	0.139072847682119	0.08	chr19	5558177	5568005	TINCR	0	-	9829	yes	down	-0.797768873228406
257019	0.022140221402214	0.00527704485488127	chr9	85857904	86153348	FRMD3	0	-	295445	no	no	-2.06886749753838
257062	0.345454545454545	0.152	chr19	5720687	5778742	CATSPERD	0	+	58056	no	no	-1.18442457113743
257068	0.0108499095840868	0.0050314465408805	chr3	111393522	111565294	PLCXD2	0	+	171773	no	no	-1.10863788065817
257160	0.0845697329376855	0.0701402805611222	chr11	117103340	117156404	RNF214	0	+	53065	no	no	-0.269898221375177
257169	1.64864864864865	0.446808510638298	chr9	116172923	116191964	C9orf43	0	+	19042	no	no	-1.88355540083281
257203	0.0788530465949821	0.044	chr21	38580803	38594037	DSCR9	0	+	13235	no	no	-0.841662972832899
257218	0.0223350253807107	0.0166320166320166	chr6	146205944	146285233	SHPRH	0	-	79290	yes	down	-0.4253447880636
257236	0.714285714285714	1	chr4	7042575	7044728	CCDC96	0	-	2154	no	no	0.485426827170242
257313	0.0447761194029851	0.0410958904109589	chr3	190984943	191048325	UTS2B	0	-	63383	no	no	-0.123735368422245
257396	0.428571428571429	0.326530612244898	chr5	52405671	52410956	LOC257396	0	+	5286	no	no	-0.39231742277876
257397	0.031413612565445	0.0142095914742451	chrX	30845558	30907511	TAB3	0	-	61954	no	no	-1.14452478476564
257407	0.290540540540541	0.148148148148148	chr2	231902280	231914427	C2orf72	0	+	12148	yes	down	-0.971698891236617
257415	0.138110072689512	0.0665499124343257	chr7	92190071	92219708	FAM133B	0	-	29638	no	no	-1.05330986957699
258010	1.11428571428571	0.349206349206349	chr11	22843597	22851382	SVIP	0	-	7786	no	no	-1.6739675067799
259173	0.234293193717277	0.0770416024653313	chr3	46710484	46735194	ALS2CL	0	-	24711	no	no	-1.60460542745292
259217	0.142532221379833	0.0917782026768642	chr10	118430702	118502085	HSPA12A	0	-	71384	no	no	-0.635064637951878
259230	0.00804828973843058	0.00544773578481444	chr10	52065344	52383737	SGMS1	0	-	318394	no	no	-0.563025508762565
259266	0.0131578947368421	0.0258899676375405	chr1	197053256	197115824	ASPM	0	-	62569	no	no	0.976464485539211
259282	0.0170940170940171	0.0197512801755669	chr4	13570365	13629328	BOD1L1	0	-	58964	no	no	0.208454694140813
259307	0.0587188612099644	0.0431856421761077	chr19	50392912	50432796	IL4I1	0	-	39885	no	no	-0.443272246067621
260294	0.302469135802469	0.143964562569214	chr7	72418831	72425302	NSUN5P2	0	-	6472	no	no	-1.07107420568299
260425	0.0312862108922364	0.0102685624012638	chr1	113933474	114228545	MAGI3	0	+	295072	no	no	-1.60729272427176
261726	0.0909090909090909	0.0771276595744681	chr1	168148082	168171351	TIPRL	0	+	23270	no	no	-0.237176237912768
261729	0.272108843537415	0.0520833333333333	chr7	89840999	89866992	STEAP2	0	+	25994	no	no	-2.38529015588479
261734	0.0515970515970516	0.043069694596711	chr1	5922867	6052533	NPHP4	0	-	129667	no	no	-0.260615534690577
266655	0.115384615384615	0.0836501901140684	chr9	136890560	136896719	LINC00094	0	+	6160	no	no	-0.464010153235069
266727	0.0676229508196721	0.052863436123348	chr6	37600283	37665766	MDGA1	0	-	65484	no	no	-0.355242768365326
266812	5	1	chr4	89617065	89619023	NAP1L5	0	-	1959	no	no	-2.32192809488736
266977	0.0056232427366448	0.00247626908790755	chr6	46967812	47010082	GPR110	0	-	42271	no	no	-1.18323422862692
267002	1	0.670886075949367	chr1	249200441	249213345	PGBD2	0	+	12905	yes	down	-0.575860293613904
280636	2.07843137254902	0.942528735632184	chr11	57508721	57510883	C11orf31	0	+	2163	no	no	-1.14088660382235
282679	0.159090909090909	0.266666666666667	chr11	77300679	77321401	AQP11	0	+	20723	no	no	0.745186100971175
282763	0.00802741950031569	0.0102556898005058	chr11	5362112	5526882	OR51B5	0	-	164771	no	no	0.353416333484284
282809	0.0205549845837616	0.0170261066969353	chr12	89813497	89920039	POC1B	0	-	106543	no	no	-0.271739713418146
282969	0.314814814814815	0.169398907103825	chr10	135168657	135171529	FUOM	0	-	2873	no	no	-0.894078866984038
282974	0.0514705882352941	0.0167597765363128	chr10	134020995	134121477	STK32C	0	-	100483	yes	down	-1.61874535735036
282991	0.249400479616307	0.100869565217391	chr10	102033034	102046469	BLOC1S2	0	-	13436	no	no	-1.30597329540059
282996	0.0168539325842697	0.00949367088607595	chr10	112404154	112599229	RBM20	0	+	195076	no	no	-0.828047317210705
282997	3	2	chr10	112628647	112630662	PDCD4-AS1	0	-	2016	yes	up	-0.584962500721156
283050	0.00597014925373134	0.008	chr10	80703082	80827205	ZMIZ1-AS1	0	-	124124	no	no	0.422233000683048
283089	0.266233766233766	0.0903954802259887	chr10	122521323	122610691	WDR11-AS1	0	-	89369	no	no	-1.55837101400618
283104	0.125340599455041	0.0580357142857143	chr11	9779839	9832866	SBF2-AS1	0	+	53028	no	no	-1.11084090713031
283120	0.75	1	chr11	2016405	2019065	H19	0	-	2661	yes	down	0.415037499278844
283130	0.00444444444444444	0.00298507462686567	chr11	65142662	65151172	SLC25A45	0	-	8511	no	no	-0.574236094128098
283131	0.0614536978173342	0.0650978667253134	chr11	65190268	65194003	NEAT1	0	+	3736	no	no	0.0831104430063185
283149	0.0125485509411413	0.0089974293059126	chr11	118766850	118781613	BCL9L	0	-	14764	no	no	-0.479936010020818
283152	0.25	0.2	chr11	119060962	119066584	CCDC153	0	-	5623	no	no	-0.321928094887362
283208	0.222222222222222	0.08	chr11	73977693	74022721	P4HA3	0	-	45029	no	no	-1.47393118833241
283209	0.140540540540541	0.0444444444444444	chr11	74041360	74109502	PGM2L1	0	-	68143	no	no	-1.66091135395445
283212	0.0915492957746479	0.0645161290322581	chr11	75133437	75141674	KLHL35	0	-	8238	yes	down	-0.504888909023285
283214	0.833333333333333	0.285714285714286	chr11	75469499	75479692	LOC283214	0	-	10194	no	no	-1.54432051622381
283219	0.112068965517241	0.1	chr11	77882297	77899664	KCTD21	0	-	17368	yes	down	-0.164386817900882
283229	0.21875	0.12	chr11	828259	831991	CRACR2B	0	+	3733	no	no	-0.866248611111173
283232	0.129124820659971	0.0354957160342717	chr11	695590	705028	TMEM80	0	+	9439	no	no	-1.86304952347936
283237	0.068421052631579	0.0772058823529412	chr11	62495951	62506108	TTC9C	0	+	10158	no	no	0.174270471718277
283248	0.415094339622642	0.194444444444444	chr11	63678692	63684316	RCOR2	0	-	5625	no	no	-1.09408124345881
283254	0.785714285714286	0.309859154929577	chr11	46624855	46638777	HARBI1	0	-	13923	no	no	-1.34239219744708
283314	0.0913978494623656	0.0838323353293413	chr12	7260903	7274447	C1RL-AS1	0	+	13545	no	no	-0.124653400558756
283335	0.046865489957395	0.0199146514935989	chr12	53436972	53448222	LOC283335	0	-	11251	no	no	-1.23469573275976
283337	0.130604288499025	0.0836575875486381	chr12	53574534	53584654	ZNF740	0	+	10121	no	no	-0.642633969342499
283349	0.0240963855421687	0.016504854368932	chr12	65004292	65091347	RASSF3	0	+	87056	no	no	-0.545926349473316
283358	0.0542168674698795	0.0196078431372549	chr12	569542	671058	B4GALNT3	0	+	101517	no	no	-1.46731091206688
283373	0.0273802115743622	0.011119347664937	chr12	56631590	56652143	ANKRD52	0	-	20554	no	no	-1.30006144230195
283375	0.380952380952381	0.36	chr12	56623819	56631629	SLC39A5	0	+	7811	no	no	-0.0816137655536519
283377	0.503937007874016	0.136150234741784	chr12	56862300	56864767	SPRYD4	0	+	2468	no	no	-1.8880439383261
283392	0.024390243902439	0.0157068062827225	chr12	72647286	72667289	TRHDE-AS1	0	-	20004	no	no	-0.634914322696509
283416	2.21052631578947	0.482758620689655	chr12	62995530	62997214	C12orf61	0	-	1685	no	no	-2.19501598240514
283431	0.0580645161290323	0.021505376344086	chr12	100967488	101018685	GAS2L3	0	+	51198	no	no	-1.43295940727611
283450	0.00570559147965006	0.00449236298292902	chr12	112597991	112819896	HECTD4	0	-	221906	no	no	-0.34490195144507
283459	0.0494559841740851	0.0552380952380952	chr12	120884240	120901556	GATC	0	+	17317	no	no	0.159518474702377
283464	0.0603015075376884	0.029023746701847	chr12	42475647	42538673	GXYLT1	0	-	63027	no	no	-1.0549602997113
283487	0.4	0.0585585585585586	chr13	111516333	111522655	LINC00346	0	-	6323	no	no	-2.77204805332165
283489	0.308529945553539	0.117128463476071	chr13	115079964	115092803	CHAMP1	0	+	12840	no	no	-1.39731881360147
283507	0.82258064516129	0.157232704402516	chr13	41486024	41495910	SUGT1P3	0	-	9887	no	no	-2.38725579709425
283521	0.0645161290322581	0.0357142857142857	chr13	52387482	52419286	LINC00282	0	-	31805	no	no	-0.853158611670729
283537	0.380952380952381	0.181818181818182	chr13	29274217	29293150	SLC46A3	0	-	18934	no	no	-1.06711419585854
283554	0.0810810810810811	0.0350194552529183	chr14	53019865	53104431	GPR137C	0	+	84567	no	no	-1.21120868284377
283575	0.00873362445414847	0.00954198473282443	chr14	77507391	77535846	LOC283575	0	+	28456	yes	up	0.127708881446856
283578	0.11878453038674	0.0572597137014315	chr14	77808113	77843396	TMED8	0	-	35284	no	no	-1.05275460051352
283579	0.35	0.1328125	chr14	78227172	78236085	C14orf178	0	+	8914	no	no	-1.3979639859199
283596	1.62337662337662	0.8046875	chr14	95999248	96001209	SNHG10	0	-	1962	no	no	-1.01249721678397
283624	0.0154091392136026	0.0186368477103301	chr14	21668237	21675059	LINC00641	0	-	6823	no	no	0.274371586892157
283629	0.153846153846154	0.106382978723404	chr14	24674925	24677454	TSSK4	0	+	2530	no	no	-0.532221038649183
283635	0.00131406044678055	0.000925069380203515	chr14	35514112	35552589	FAM177A1	0	+	38478	no	no	-0.506398164231105
283638	0.0508322087269456	0.0123839009287926	chr14	105331649	105363107	CEP170B	0	+	31459	no	no	-2.03727708408212
283643	0.0208333333333333	0.0235756385068762	chr14	105956191	105965585	C14orf80	0	+	9395	yes	down	0.178403155366617
283687	0.172727272727273	0.0584795321637427	chr15	80215112	80217196	C15orf37	0	+	2085	yes	up	-1.56249221991746
283726	0.0652920962199313	0.0332480818414322	chr15	82555151	82577267	FAM154B	0	+	22117	yes	up	-0.973637249701562
283742	0.184510250569476	0.068870523415978	chr15	38746327	38779911	FAM98B	0	+	33585	yes	down	-1.42174242157029
283807	0.0549828178694158	0.0567375886524823	chr15	63889551	63894620	FBXL22	0	+	5070	no	no	0.0453239905094903
283820	0.0396927016645326	0.0195101701951017	chr16	18511181	18573434	NOMO2	0	-	62254	no	no	-1.02464739880573
283847	0.111111111111111	0.0729166666666667	chr16	66788878	66835523	CCDC79	0	-	46646	no	no	-0.60768257722124
283870	0.271739130434783	0.21875	chr16	2259253	2261069	BRICD5	0	-	1817	yes	up	-0.312939311660108
283871	0.256619144602851	0.092436974789916	chr16	2261602	2264822	PGP	0	-	3221	no	no	-1.47308685385587
283876	0.0217391304347826	0.04	chr16	3313767	3317566	LINC00921	0	+	3800	no	no	0.879705766282288
283899	0.0638085742771685	0.0482204362801378	chr16	30007530	30017112	INO80E	0	+	9583	no	no	-0.404105595207924
283922	0.0684261974584555	0.0465890183028286	chr16	74366303	74402153	LOC283922	0	-	35851	no	no	-0.554558845853219
283927	0.283018867924528	0.152542372881356	chr16	77756388	77776157	NUDT7	0	+	19770	no	no	-0.891688188964848
283932	0.0380434782608696	0.0520833333333333	chr16	30930639	30934590	FBXL19-AS1	0	-	3952	no	no	0.453172628165615
283933	1.39130434782609	0.345454545454545	chr16	31446884	31454348	ZNF843	0	-	7465	no	no	-2.00987024402406
283970	0.0268018833755886	0.0134965473948525	chr16	70010201	70099851	PDXDC2P	0	-	89651	no	no	-0.989743989864093
283987	0.0637191157347204	0.0423162583518931	chr17	72946838	72968900	HID1	0	-	22063	no	no	-0.590514177450943
283989	0.109961190168176	0.0586826347305389	chr17	73512608	73520820	TSEN54	0	+	8213	no	no	-0.90598887545906
283991	0.657258064516129	0.30421686746988	chr17	74261285	74267379	UBALD2	0	+	6095	yes	up	-1.11135979243933
284001	0.0131043831902395	0.00978593272171254	chr17	80059345	80170689	CCDC57	0	-	111345	no	no	-0.421268179712005
284004	0.0979929161747344	0.124248496993988	chr17	80376251	80400516	HEXDC	0	+	24266	no	no	0.342479033034889
284018	1.17391304347826	0.378378378378378	chr17	65987214	65989765	C17orf58	0	-	2552	yes	down	-1.6334239896778
284023	0.428571428571429	0.428571428571429	chr17	7816639	7819265	LOC284023	0	-	2627	no	no	0
284029	0.0267857142857143	0.016	chr17	8123947	8127361	LINC00324	0	-	3415	no	no	-0.743391863325639
284069	0.488549618320611	0.251700680272109	chr17	42431100	42441235	FAM171A2	0	-	10136	no	no	-0.956795977669964
284076	0.0103092783505155	0.051948051948052	chr17	46839592	46894469	TTLL6	0	-	54878	no	no	2.33312630149223
284080	0.279411764705882	0.141643059490085	chr17	48127712	48133103	LOC284080	0	-	5392	yes	up	-0.980132855689702
284086	0.076271186440678	0.101010101010101	chr17	27055831	27069784	NEK8	0	+	13954	no	no	0.405289522727282
284098	0.97196261682243	0.723404255319149	chr17	34891402	34895150	PIGW	0	+	3749	yes	down	-0.426098742167243
284106	0.110655737704918	0.0570866141732283	chr17	36886509	36891858	CISD3	0	+	5350	no	no	-0.954853856245176
284114	0.1625	0.111801242236025	chr17	7338761	7340998	TMEM102	0	+	2238	no	no	-0.539503499926034
284119	0.0487804878048781	0.0199501246882793	chr17	40554466	40575338	PTRF	0	-	20873	no	no	-1.28990642183684
284129	0.0143884892086331	0.00857843137254902	chr17	78194199	78227308	SLC26A11	0	+	33110	no	no	-0.746129347190384
